id,bs_year,bs_month,month_name,ad_start_date,days,created_at,updated_at
294,2024,6,Asoj,1967-09-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
295,2024,7,Kartik,1967-10-18,30,2026-08-22 00:00:00,2026-08-22 00:00:00
296,2024,8,Mangsir,1967-11-17,29,2026-08-22 00:00:00,2026-08-22 00:00:00
297,2024,9,Poush,1967-12-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
298,2024,10,Magh,1968-01-15,29,2026-08-22 00:00:00,2026-08-22 00:00:00
299,2024,11,Falgun,1968-02-13,30,2026-08-22 00:00:00,2026-08-22 00:00:00
300,2024,12,Chaitra,1968-03-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
301,2025,1,Baishak,1968-04-13,31,2026-08-22 00:00:00,2026-08-22 00:00:00
302,2025,2,Jestha,1968-05-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
303,2025,3,Ashad,1968-06-14,32,2026-08-22 00:00:00,2026-08-22 00:00:00
304,2025,4,Shrawan,1968-07-16,31,2026-08-22 00:00:00,2026-08-22 00:00:00
305,2025,5,Bhadra,1968-08-16,31,2026-08-22 00:00:00,2026-08-22 00:00:00
306,2025,6,Asoj,1968-09-16,31,2026-08-22 00:00:00,2026-08-22 00:00:00
307,2025,7,Kartik,1968-10-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
308,2025,8,Mangsir,1968-11-16,29,2026-08-22 00:00:00,2026-08-22 00:00:00
309,2025,9,Poush,1968-12-15,30,2026-08-22 00:00:00,2026-08-22 00:00:00
310,2025,10,Magh,1969-01-14,29,2026-08-22 00:00:00,2026-08-22 00:00:00
311,2025,11,Falgun,1969-02-12,30,2026-08-22 00:00:00,2026-08-22 00:00:00
312,2025,12,Chaitra,1969-03-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
313,2026,1,Baishak,1969-04-13,31,2026-08-22 00:00:00,2026-08-22 00:00:00
314,2026,2,Jestha,1969-05-14,32,2026-08-22 00:00:00,2026-08-22 00:00:00
315,2026,3,Ashad,1969-06-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
316,2026,4,Shrawan,1969-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
317,2026,5,Bhadra,1969-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
318,2026,6,Asoj,1969-09-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
319,2026,7,Kartik,1969-10-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
320,2026,8,Mangsir,1969-11-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
321,2026,9,Poush,1969-12-16,29,2026-08-22 00:00:00,2026-08-22 00:00:00
322,2026,10,Magh,1970-01-14,29,2026-08-22 00:00:00,2026-08-22 00:00:00
323,2026,11,Falgun,1970-02-12,30,2026-08-22 00:00:00,2026-08-22 00:00:00
324,2026,12,Chaitra,1970-03-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
325,2027,1,Baishak,1970-04-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
326,2027,2,Jestha,1970-05-14,32,2026-08-22 00:00:00,2026-08-22 00:00:00
327,2027,3,Ashad,1970-06-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
328,2027,4,Shrawan,1970-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
329,2027,5,Bhadra,1970-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
330,2027,6,Asoj,1970-09-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
331,2027,7,Kartik,1970-10-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
332,2027,8,Mangsir,1970-11-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
333,2027,9,Poush,1970-12-16,29,2026-08-22 00:00:00,2026-08-22 00:00:00
334,2027,10,Magh,1971-01-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
335,2027,11,Falgun,1971-02-13,29,2026-08-22 00:00:00,2026-08-22 00:00:00
336,2027,12,Chaitra,1971-03-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
337,2028,1,Baishak,1971-04-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
338,2028,2,Jestha,1971-05-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
339,2028,3,Ashad,1971-06-15,32,2026-08-22 00:00:00,2026-08-22 00:00:00
340,2028,4,Shrawan,1971-07-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
341,2028,5,Bhadra,1971-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
342,2028,6,Asoj,1971-09-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
343,2028,7,Kartik,1971-10-18,30,2026-08-22 00:00:00,2026-08-22 00:00:00
344,2028,8,Mangsir,1971-11-17,29,2026-08-22 00:00:00,2026-08-22 00:00:00
345,2028,9,Poush,1971-12-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
346,2028,10,Magh,1972-01-15,29,2026-08-22 00:00:00,2026-08-22 00:00:00
347,2028,11,Falgun,1972-02-13,30,2026-08-22 00:00:00,2026-08-22 00:00:00
348,2028,12,Chaitra,1972-03-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
349,2029,1,Baishak,1972-04-13,31,2026-08-22 00:00:00,2026-08-22 00:00:00
350,2029,2,Jestha,1972-05-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
351,2029,3,Ashad,1972-06-14,32,2026-08-22 00:00:00,2026-08-22 00:00:00
352,2029,4,Shrawan,1972-07-16,31,2026-08-22 00:00:00,2026-08-22 00:00:00
353,2029,5,Bhadra,1972-08-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
354,2029,6,Asoj,1972-09-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
355,2029,7,Kartik,1972-10-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
356,2029,8,Mangsir,1972-11-16,29,2026-08-22 00:00:00,2026-08-22 00:00:00
357,2029,9,Poush,1972-12-15,30,2026-08-22 00:00:00,2026-08-22 00:00:00
358,2029,10,Magh,1973-01-14,29,2026-08-22 00:00:00,2026-08-22 00:00:00
359,2029,11,Falgun,1973-02-12,30,2026-08-22 00:00:00,2026-08-22 00:00:00
360,2029,12,Chaitra,1973-03-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
361,2030,1,Baishak,1973-04-13,31,2026-08-22 00:00:00,2026-08-22 00:00:00
362,2030,2,Jestha,1973-05-14,32,2026-08-22 00:00:00,2026-08-22 00:00:00
363,2030,3,Ashad,1973-06-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
364,2030,4,Shrawan,1973-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
365,2030,5,Bhadra,1973-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
366,2030,6,Asoj,1973-09-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
367,2030,7,Kartik,1973-10-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
368,2030,8,Mangsir,1973-11-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
369,2030,9,Poush,1973-12-16,29,2026-08-22 00:00:00,2026-08-22 00:00:00
370,2030,10,Magh,1974-01-14,29,2026-08-22 00:00:00,2026-08-22 00:00:00
371,2030,11,Falgun,1974-02-12,30,2026-08-22 00:00:00,2026-08-22 00:00:00
372,2030,12,Chaitra,1974-03-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
373,2031,1,Baishak,1974-04-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
374,2031,2,Jestha,1974-05-14,32,2026-08-22 00:00:00,2026-08-22 00:00:00
375,2031,3,Ashad,1974-06-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
376,2031,4,Shrawan,1974-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
377,2031,5,Bhadra,1974-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
378,2031,6,Asoj,1974-09-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
379,2031,7,Kartik,1974-10-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
380,2031,8,Mangsir,1974-11-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
381,2031,9,Poush,1974-12-16,29,2026-08-22 00:00:00,2026-08-22 00:00:00
382,2031,10,Magh,1975-01-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
383,2031,11,Falgun,1975-02-13,29,2026-08-22 00:00:00,2026-08-22 00:00:00
384,2031,12,Chaitra,1975-03-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
385,2032,1,Baishak,1975-04-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
386,2032,2,Jestha,1975-05-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
387,2032,3,Ashad,1975-06-15,32,2026-08-22 00:00:00,2026-08-22 00:00:00
388,2032,4,Shrawan,1975-07-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
389,2032,5,Bhadra,1975-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
390,2032,6,Asoj,1975-09-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
391,2032,7,Kartik,1975-10-18,30,2026-08-22 00:00:00,2026-08-22 00:00:00
392,2032,8,Mangsir,1975-11-17,29,2026-08-22 00:00:00,2026-08-22 00:00:00
393,2032,9,Poush,1975-12-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
394,2032,10,Magh,1976-01-15,29,2026-08-22 00:00:00,2026-08-22 00:00:00
395,2032,11,Falgun,1976-02-13,30,2026-08-22 00:00:00,2026-08-22 00:00:00
396,2032,12,Chaitra,1976-03-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
397,2033,1,Baishak,1976-04-13,31,2026-08-22 00:00:00,2026-08-22 00:00:00
398,2033,2,Jestha,1976-05-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
399,2033,3,Ashad,1976-06-14,32,2026-08-22 00:00:00,2026-08-22 00:00:00
400,2033,4,Shrawan,1976-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
401,2033,5,Bhadra,1976-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
402,2033,6,Asoj,1976-09-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
403,2033,7,Kartik,1976-10-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
404,2033,8,Mangsir,1976-11-16,29,2026-08-22 00:00:00,2026-08-22 00:00:00
405,2033,9,Poush,1976-12-15,30,2026-08-22 00:00:00,2026-08-22 00:00:00
406,2033,10,Magh,1977-01-14,29,2026-08-22 00:00:00,2026-08-22 00:00:00
407,2033,11,Falgun,1977-02-12,30,2026-08-22 00:00:00,2026-08-22 00:00:00
408,2033,12,Chaitra,1977-03-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
409,2034,1,Baishak,1977-04-13,31,2026-08-22 00:00:00,2026-08-22 00:00:00
410,2034,2,Jestha,1977-05-14,32,2026-08-22 00:00:00,2026-08-22 00:00:00
411,2034,3,Ashad,1977-06-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
412,2034,4,Shrawan,1977-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
413,2034,5,Bhadra,1977-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
414,2034,6,Asoj,1977-09-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
415,2034,7,Kartik,1977-10-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
416,2034,8,Mangsir,1977-11-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
417,2034,9,Poush,1977-12-16,29,2026-08-22 00:00:00,2026-08-22 00:00:00
418,2034,10,Magh,1978-01-14,29,2026-08-22 00:00:00,2026-08-22 00:00:00
419,2034,11,Falgun,1978-02-12,30,2026-08-22 00:00:00,2026-08-22 00:00:00
420,2034,12,Chaitra,1978-03-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
421,2035,1,Baishak,1978-04-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
422,2035,2,Jestha,1978-05-14,32,2026-08-22 00:00:00,2026-08-22 00:00:00
423,2035,3,Ashad,1978-06-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
424,2035,4,Shrawan,1978-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
425,2035,5,Bhadra,1978-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
426,2035,6,Asoj,1978-09-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
427,2035,7,Kartik,1978-10-18,29,2026-08-22 00:00:00,2026-08-22 00:00:00
428,2035,8,Mangsir,1978-11-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
429,2035,9,Poush,1978-12-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
430,2035,10,Magh,1979-01-15,29,2026-08-22 00:00:00,2026-08-22 00:00:00
431,2035,11,Falgun,1979-02-13,29,2026-08-22 00:00:00,2026-08-22 00:00:00
432,2035,12,Chaitra,1979-03-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
433,2036,1,Baishak,1979-04-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
434,2036,2,Jestha,1979-05-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
435,2036,3,Ashad,1979-06-15,32,2026-08-22 00:00:00,2026-08-22 00:00:00
436,2036,4,Shrawan,1979-07-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
437,2036,5,Bhadra,1979-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
438,2036,6,Asoj,1979-09-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
439,2036,7,Kartik,1979-10-18,30,2026-08-22 00:00:00,2026-08-22 00:00:00
440,2036,8,Mangsir,1979-11-17,29,2026-08-22 00:00:00,2026-08-22 00:00:00
441,2036,9,Poush,1979-12-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
442,2036,10,Magh,1980-01-15,29,2026-08-22 00:00:00,2026-08-22 00:00:00
443,2036,11,Falgun,1980-02-13,30,2026-08-22 00:00:00,2026-08-22 00:00:00
444,2036,12,Chaitra,1980-03-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
445,2037,1,Baishak,1980-04-13,31,2026-08-22 00:00:00,2026-08-22 00:00:00
446,2037,2,Jestha,1980-05-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
447,2037,3,Ashad,1980-06-14,32,2026-08-22 00:00:00,2026-08-22 00:00:00
448,2037,4,Shrawan,1980-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
449,2037,5,Bhadra,1980-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
450,2037,6,Asoj,1980-09-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
451,2037,7,Kartik,1980-10-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
452,2037,8,Mangsir,1980-11-16,29,2026-08-22 00:00:00,2026-08-22 00:00:00
453,2037,9,Poush,1980-12-15,30,2026-08-22 00:00:00,2026-08-22 00:00:00
454,2037,10,Magh,1981-01-14,29,2026-08-22 00:00:00,2026-08-22 00:00:00
455,2037,11,Falgun,1981-02-12,30,2026-08-22 00:00:00,2026-08-22 00:00:00
456,2037,12,Chaitra,1981-03-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
457,2038,1,Baishak,1981-04-13,31,2026-08-22 00:00:00,2026-08-22 00:00:00
458,2038,2,Jestha,1981-05-14,32,2026-08-22 00:00:00,2026-08-22 00:00:00
459,2038,3,Ashad,1981-06-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
460,2038,4,Shrawan,1981-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
461,2038,5,Bhadra,1981-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
462,2038,6,Asoj,1981-09-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
463,2038,7,Kartik,1981-10-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
464,2038,8,Mangsir,1981-11-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
465,2038,9,Poush,1981-12-16,29,2026-08-22 00:00:00,2026-08-22 00:00:00
466,2038,10,Magh,1982-01-14,29,2026-08-22 00:00:00,2026-08-22 00:00:00
467,2038,11,Falgun,1982-02-12,30,2026-08-22 00:00:00,2026-08-22 00:00:00
468,2038,12,Chaitra,1982-03-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
469,2039,1,Baishak,1982-04-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
470,2039,2,Jestha,1982-05-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
471,2039,3,Ashad,1982-06-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
472,2039,4,Shrawan,1982-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
473,2039,5,Bhadra,1982-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
474,2039,6,Asoj,1982-09-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
475,2039,7,Kartik,1982-10-18,29,2026-08-22 00:00:00,2026-08-22 00:00:00
476,2039,8,Mangsir,1982-11-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
477,2039,9,Poush,1982-12-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
478,2039,10,Magh,1983-01-15,29,2026-08-22 00:00:00,2026-08-22 00:00:00
479,2039,11,Falgun,1983-02-13,30,2026-08-22 00:00:00,2026-08-22 00:00:00
480,2039,12,Chaitra,1983-03-15,30,2026-08-22 00:00:00,2026-08-22 00:00:00
481,2040,1,Baishak,1983-04-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
482,2040,2,Jestha,1983-05-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
483,2040,3,Ashad,1983-06-15,32,2026-08-22 00:00:00,2026-08-22 00:00:00
484,2040,4,Shrawan,1983-07-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
485,2040,5,Bhadra,1983-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
486,2040,6,Asoj,1983-09-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
487,2040,7,Kartik,1983-10-18,30,2026-08-22 00:00:00,2026-08-22 00:00:00
488,2040,8,Mangsir,1983-11-17,29,2026-08-22 00:00:00,2026-08-22 00:00:00
489,2040,9,Poush,1983-12-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
490,2040,10,Magh,1984-01-15,29,2026-08-22 00:00:00,2026-08-22 00:00:00
491,2040,11,Falgun,1984-02-13,30,2026-08-22 00:00:00,2026-08-22 00:00:00
492,2040,12,Chaitra,1984-03-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
493,2041,1,Baishak,1984-04-13,31,2026-08-22 00:00:00,2026-08-22 00:00:00
494,2041,2,Jestha,1984-05-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
495,2041,3,Ashad,1984-06-14,32,2026-08-22 00:00:00,2026-08-22 00:00:00
496,2041,4,Shrawan,1984-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
497,2041,5,Bhadra,1984-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
498,2041,6,Asoj,1984-09-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
499,2041,7,Kartik,1984-10-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
500,2041,8,Mangsir,1984-11-16,29,2026-08-22 00:00:00,2026-08-22 00:00:00
501,2041,9,Poush,1984-12-15,30,2026-08-22 00:00:00,2026-08-22 00:00:00
502,2041,10,Magh,1985-01-14,29,2026-08-22 00:00:00,2026-08-22 00:00:00
503,2041,11,Falgun,1985-02-12,30,2026-08-22 00:00:00,2026-08-22 00:00:00
504,2041,12,Chaitra,1985-03-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
505,2042,1,Baishak,1985-04-13,31,2026-08-22 00:00:00,2026-08-22 00:00:00
506,2042,2,Jestha,1985-05-14,32,2026-08-22 00:00:00,2026-08-22 00:00:00
507,2042,3,Ashad,1985-06-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
508,2042,4,Shrawan,1985-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
509,2042,5,Bhadra,1985-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
510,2042,6,Asoj,1985-09-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
511,2042,7,Kartik,1985-10-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
512,2042,8,Mangsir,1985-11-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
513,2042,9,Poush,1985-12-16,29,2026-08-22 00:00:00,2026-08-22 00:00:00
514,2042,10,Magh,1986-01-14,29,2026-08-22 00:00:00,2026-08-22 00:00:00
515,2042,11,Falgun,1986-02-12,30,2026-08-22 00:00:00,2026-08-22 00:00:00
516,2042,12,Chaitra,1986-03-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
517,2043,1,Baishak,1986-04-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
518,2043,2,Jestha,1986-05-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
519,2043,3,Ashad,1986-06-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
520,2043,4,Shrawan,1986-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
521,2043,5,Bhadra,1986-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
522,2043,6,Asoj,1986-09-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
523,2043,7,Kartik,1986-10-18,29,2026-08-22 00:00:00,2026-08-22 00:00:00
524,2043,8,Mangsir,1986-11-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
525,2043,9,Poush,1986-12-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
526,2043,10,Magh,1987-01-15,29,2026-08-22 00:00:00,2026-08-22 00:00:00
527,2043,11,Falgun,1987-02-13,30,2026-08-22 00:00:00,2026-08-22 00:00:00
528,2043,12,Chaitra,1987-03-15,30,2026-08-22 00:00:00,2026-08-22 00:00:00
529,2044,1,Baishak,1987-04-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
530,2044,2,Jestha,1987-05-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
531,2044,3,Ashad,1987-06-15,32,2026-08-22 00:00:00,2026-08-22 00:00:00
532,2044,4,Shrawan,1987-07-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
533,2044,5,Bhadra,1987-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
534,2044,6,Asoj,1987-09-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
535,2044,7,Kartik,1987-10-18,30,2026-08-22 00:00:00,2026-08-22 00:00:00
536,2044,8,Mangsir,1987-11-17,29,2026-08-22 00:00:00,2026-08-22 00:00:00
537,2044,9,Poush,1987-12-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
538,2044,10,Magh,1988-01-15,29,2026-08-22 00:00:00,2026-08-22 00:00:00
539,2044,11,Falgun,1988-02-13,30,2026-08-22 00:00:00,2026-08-22 00:00:00
540,2044,12,Chaitra,1988-03-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
541,2045,1,Baishak,1988-04-13,31,2026-08-22 00:00:00,2026-08-22 00:00:00
542,2045,2,Jestha,1988-05-14,32,2026-08-22 00:00:00,2026-08-22 00:00:00
543,2045,3,Ashad,1988-06-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
544,2045,4,Shrawan,1988-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
545,2045,5,Bhadra,1988-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
546,2045,6,Asoj,1988-09-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
547,2045,7,Kartik,1988-10-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
548,2045,8,Mangsir,1988-11-16,29,2026-08-22 00:00:00,2026-08-22 00:00:00
549,2045,9,Poush,1988-12-15,30,2026-08-22 00:00:00,2026-08-22 00:00:00
550,2045,10,Magh,1989-01-14,29,2026-08-22 00:00:00,2026-08-22 00:00:00
551,2045,11,Falgun,1989-02-12,30,2026-08-22 00:00:00,2026-08-22 00:00:00
552,2045,12,Chaitra,1989-03-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
553,2046,1,Baishak,1989-04-13,31,2026-08-22 00:00:00,2026-08-22 00:00:00
554,2046,2,Jestha,1989-05-14,32,2026-08-22 00:00:00,2026-08-22 00:00:00
555,2046,3,Ashad,1989-06-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
556,2046,4,Shrawan,1989-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
557,2046,5,Bhadra,1989-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
558,2046,6,Asoj,1989-09-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
559,2046,7,Kartik,1989-10-17,30,2026-08-22 00:00:00,2026-08-22 00:00:00
560,2046,8,Mangsir,1989-11-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
561,2046,9,Poush,1989-12-16,29,2026-08-22 00:00:00,2026-08-22 00:00:00
562,2046,10,Magh,1990-01-14,29,2026-08-22 00:00:00,2026-08-22 00:00:00
563,2046,11,Falgun,1990-02-12,30,2026-08-22 00:00:00,2026-08-22 00:00:00
564,2046,12,Chaitra,1990-03-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
565,2047,1,Baishak,1990-04-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
566,2047,2,Jestha,1990-05-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
567,2047,3,Ashad,1990-06-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
568,2047,4,Shrawan,1990-07-16,32,2026-08-22 00:00:00,2026-08-22 00:00:00
569,2047,5,Bhadra,1990-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
570,2047,6,Asoj,1990-09-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
571,2047,7,Kartik,1990-10-18,30,2026-08-22 00:00:00,2026-08-22 00:00:00
572,2047,8,Mangsir,1990-11-17,29,2026-08-22 00:00:00,2026-08-22 00:00:00
573,2047,9,Poush,1990-12-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
574,2047,10,Magh,1991-01-15,29,2026-08-22 00:00:00,2026-08-22 00:00:00
575,2047,11,Falgun,1991-02-13,30,2026-08-22 00:00:00,2026-08-22 00:00:00
576,2047,12,Chaitra,1991-03-15,30,2026-08-22 00:00:00,2026-08-22 00:00:00
577,2048,1,Baishak,1991-04-14,31,2026-08-22 00:00:00,2026-08-22 00:00:00
578,2048,2,Jestha,1991-05-15,31,2026-08-22 00:00:00,2026-08-22 00:00:00
579,2048,3,Ashad,1991-06-15,32,2026-08-22 00:00:00,2026-08-22 00:00:00
580,2048,4,Shrawan,1991-07-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
581,2048,5,Bhadra,1991-08-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
582,2048,6,Asoj,1991-09-17,31,2026-08-22 00:00:00,2026-08-22 00:00:00
583,2048,7,Kartik,1991-10-18,30,2026-08-22 00:00:00,2026-08-22 00:00:00
584,2048,8,Mangsir,1991-11-17,29,2026-08-22 00:00:00,2026-08-22 00:00:00
585,2048,9,Poush,1991-12-16,30,2026-08-22 00:00:00,2026-08-22 00:00:00
586,2048,10,Magh,1992-01-15,29,2026-08-22 00:00:00,2026-08-22 00:00:00
587,2048,11,Falgun,1992-02-13,30,2026-08-22 00:00:00,2026-08-22 00:00:00
588,2048,12,Chaitra,1992-03-14,30,2026-08-22 00:00:00,2026-08-22 00:00:00
589,2049,1,Baishak,1992-04-13,31,2026-08-22 00:00:00,2026-08-22 00:00:00
